time vout i_vip i_vin v_bias_p v_bias_n
1.322799999999999940e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.332800000000000030e-08 1.308655439999999892e+00 2.091265200000000162e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.342799999999999954e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.352800000000000043e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.362799999999999968e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.372800000000000057e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.382799999999999981e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.392800000000000071e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.402799999999999995e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.412799999999999919e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.422800000000000008e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.432799999999999933e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.442800000000000022e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.452799999999999946e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.462800000000000036e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.472799999999999960e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.482800000000000049e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.492799999999999974e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.502800000000000063e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.512800000000000153e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.522799999999999911e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.532800000000000001e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.542800000000000090e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.552799999999999849e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.562799999999999939e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.572800000000000028e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.582800000000000118e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.592799999999999876e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.602799999999999966e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.612800000000000055e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.622800000000000145e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.632799999999999904e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.642799999999999993e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.652800000000000083e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.662799999999999841e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.672799999999999931e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.682800000000000021e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.692800000000000110e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.702799999999999869e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.712799999999999958e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.722800000000000048e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.732800000000000137e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.742799999999999896e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.752799999999999986e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.762800000000000075e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.772800000000000165e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.782799999999999923e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.792800000000000013e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.802800000000000102e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
